id,action_time,user,content_type,object_id,object_repr,action_flag,change_message
226,2021-02-10 11:26:08.900492+00:00,alok,school | medium master,29,English  m001,1,"[{""added"": {}}]"
225,2021-02-10 11:25:27.361432+00:00,alok,school | medium master,28,Hindi  m001,1,"[{""added"": {}}]"
224,2021-02-10 11:24:27.266438+00:00,alok,auth | user,169,dubeyravi254@gmail.com,2,"[{""changed"": {""fields"": [""Username"", ""Last name"", ""Email address""]}}]"
223,2021-02-10 11:22:53.312867+00:00,alok,school | school master,19,Oxford junior school,2,"[{""changed"": {""fields"": [""Email""]}}]"
222,2021-02-10 11:22:09.778088+00:00,alok,school | owner master,169,Ravi Bhardwaj,2,"[{""changed"": {""fields"": [""Owner email""]}}]"
221,2021-02-10 11:20:06.447358+00:00,alok,school | owner master,169,Ravi Bhardwaj,1,"[{""added"": {}}]"
220,2021-02-10 11:11:18.578327+00:00,alok,school | school master,19,Oxford junior school,2,"[{""changed"": {""fields"": [""School code"", ""Registration number""]}}]"
219,2021-02-10 07:27:48.726553+00:00,alok,auth | user,164,bmphskhambi@gmail.com,2,"[{""changed"": {""fields"": [""Username""]}}]"
218,2021-02-10 07:25:14.751451+00:00,alok,school | school master,18,Brij Mandal punlic high school,2,"[{""changed"": {""fields"": [""Email""]}}]"
217,2021-02-10 05:40:49.995460+00:00,alok,school | owner master,162,Ramniwas,2,"[{""changed"": {""fields"": [""Owner school code""]}}]"
216,2021-02-09 13:40:07.897307+00:00,alok,auth | user,60,9991446898,3,
215,2021-02-09 13:40:07.895020+00:00,alok,auth | user,59,9991446060,3,
214,2021-02-09 10:32:38.940097+00:00,alok,school | medium master,18,English  s004,2,"[{""changed"": {""fields"": [""Medium name""]}}]"
213,2021-02-09 10:32:21.699133+00:00,alok,school | medium master,19,Hindi  s004,2,"[{""changed"": {""fields"": [""Medium name""]}}]"
212,2021-02-09 10:24:47.999463+00:00,alok,school | medium master,18,Hindi  s004,2,"[{""changed"": {""fields"": [""Medium name""]}}]"
211,2021-02-09 10:24:29.733113+00:00,alok,school | medium master,19,English  s004,2,"[{""changed"": {""fields"": [""Medium name""]}}]"
210,2021-02-09 10:23:50.717064+00:00,alok,school | medium master,19,english  s004,1,"[{""added"": {}}]"
209,2021-02-09 10:23:23.733516+00:00,alok,school | medium master,18,hindi  s004,2,"[{""changed"": {""fields"": [""School code""]}}]"
208,2021-02-09 10:23:05.517518+00:00,alok,school | medium master,18,hindi  soo4,1,"[{""added"": {}}]"
207,2021-02-09 10:20:12.840463+00:00,alok,school | owner master,135,Vijay,2,"[{""changed"": {""fields"": [""Owner school code""]}}]"
206,2021-02-08 12:52:15.720079+00:00,alok,school | staff master,130,Hemlata hemlata,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
205,2021-02-08 12:40:53.179052+00:00,alok,school | staff master,129,Rajesh Kumari,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
204,2021-02-08 12:27:49.481822+00:00,alok,school | staff master,128,Ram dffgj,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
203,2021-02-08 11:42:11.752409+00:00,alok,school | staff master,127,sumesh singh,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
202,2021-02-08 11:31:35.461144+00:00,alok,school | staff master,126,sunny singh,2,[]
201,2021-02-08 11:26:03.084851+00:00,alok,school | staff master,126,sunny singh,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
200,2021-02-08 11:11:07.230657+00:00,alok,school | staff master,125,rinku sharma,2,"[{""changed"": {""fields"": [""Staff subject"", ""Staff card number""]}}]"
199,2021-02-08 11:09:54.421888+00:00,alok,school | staff master,125,rinku sharma,2,[]
198,2021-02-08 11:04:37.619113+00:00,alok,school | staff master,125,rinku sharma,2,"[{""changed"": {""fields"": [""Staff subject""]}}]"
197,2021-02-08 07:05:02.548329+00:00,alok,school | staff master,124,rajesh1 sharma,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
196,2021-02-08 07:03:45.495569+00:00,alok,school | staff master,124,rajesh1 sharma,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
195,2021-02-08 06:54:32.004772+00:00,alok,school | staff master,123,Rajesh Kumari,2,"[{""changed"": {""fields"": [""Staff user""]}}]"
194,2021-02-08 06:51:26.793392+00:00,alok,auth | user,123,8053304032,2,[]
193,2021-02-08 06:50:47.095111+00:00,alok,auth | user,123,8053304032,2,"[{""changed"": {""fields"": [""First name"", ""Last name"", ""Email address"", ""Staff status"", ""Groups""]}}]"
192,2021-02-08 06:48:33.898948+00:00,alok,auth | user,123,8053304032,1,"[{""added"": {}}]"
191,2021-02-08 06:18:08.662937+00:00,alok,school | staff master,58,Hemlata hemlata,2,[]
190,2021-02-08 06:17:15.222176+00:00,alok,school | staff master,57,Rajesh Kumari,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
189,2021-02-08 06:06:23.007640+00:00,alok,school | staff master,54,Aruna Kumari,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
188,2021-02-08 06:04:57.753005+00:00,alok,school | staff master,52,sapna sapna,2,"[{""changed"": {""fields"": [""Staff Last name"", ""Staff city"", ""Staff card number""]}}]"
187,2021-02-08 06:01:06.040542+00:00,alok,school | staff master,55,Manju Bala,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
186,2021-02-08 06:00:11.089743+00:00,alok,school | staff master,56,Satyaveer Sharma,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
185,2021-02-08 05:58:32.558492+00:00,alok,school | staff master,57,Rajesh Kumari,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
184,2021-02-08 05:57:31.548208+00:00,alok,school | staff master,58,Hemlata hemlata,2,"[{""changed"": {""fields"": [""Staff card number""]}}]"
183,2021-02-04 14:32:01.152578+00:00,alok,school | school master,13,R. S. Memorial School,2,"[{""changed"": {""fields"": [""School code""]}}]"
182,2021-02-04 14:30:23.535297+00:00,alok,auth | user,56,satyaveershandila@gmail.com,2,"[{""changed"": {""fields"": [""Last name""]}}]"
181,2021-02-04 14:14:49.411502+00:00,alok,auth | user,56,satyaveershandila@gmail.com,2,"[{""changed"": {""fields"": [""Last name""]}}]"
180,2021-02-04 14:13:46.148226+00:00,alok,school | school master,13,R. S. Memorial School,2,"[{""changed"": {""fields"": [""School code""]}}]"
179,2021-02-02 16:28:18.995566+00:00,alok,school | bike_user,1,bike_user object (1),2,"[{""changed"": {""fields"": [""Rf id1""]}}]"
178,2021-02-02 15:48:07.844758+00:00,alok,school | bike_user,1,bike_user object (1),2,[]
177,2021-02-02 15:47:49.181798+00:00,alok,school | bike_user,1,bike_user object (1),1,"[{""added"": {}}]"
176,2020-11-22 10:53:54.475718+00:00,alok,school | student master,48,siddharth  tiwarishashikant535@gmail.com  47,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
175,2020-10-17 02:48:04.106208+00:00,alok,school | user_command,1,user_command object (1),1,"[{""added"": {}}]"
174,2020-10-05 11:17:28.078333+00:00,alok,auth | user,43,stmglobalschool@gmail.com,2,"[{""changed"": {""fields"": [""Username"", ""Email address""]}}]"
173,2020-09-22 08:13:22.587073+00:00,alok,school | attendance,9,demo1 mani 2020-09-22,2,"[{""changed"": {""fields"": [""Outtime""]}}]"
172,2020-09-21 19:31:05.851424+00:00,alok,auth | user,37,demo3@gmail.com,2,"[{""changed"": {""fields"": [""Groups""]}}]"
171,2020-09-21 14:50:44.517882+00:00,alok,school | medium master,4,Hindi  sxps,2,"[{""changed"": {""fields"": [""Medium name""]}}]"
170,2020-09-21 14:47:25.111588+00:00,alok,auth | user,35,sxps@gmail.com,3,
169,2020-09-21 14:47:07.947818+00:00,alok,school | school master,7,saint xavier public school,3,
168,2020-09-21 14:45:29.858096+00:00,alok,school | school master,6,saint xavier public school,3,
167,2020-09-21 14:35:56.978670+00:00,alok,school | school master,5,saint xavier public school,3,
166,2020-09-21 14:28:40.512770+00:00,alok,school | school master,4,saint xavier public school,3,
165,2020-09-21 10:38:37.448706+00:00,alok,school | parents master,6,Yoshio Minamoto 2222222222:6,3,
164,2020-09-21 10:38:37.363679+00:00,alok,school | parents master,8,Nobisume  3333333333:8,3,
163,2020-09-21 10:38:37.278569+00:00,alok,school | parents master,11,mr. mukesh  kumar jha 9313697663:11,3,
162,2020-09-21 10:38:37.182640+00:00,alok,school | parents master,25,ronit vivek 5555555777:25,3,
161,2020-09-21 10:38:37.024415+00:00,alok,school | parents master,33,yash 9599093984:33,3,
160,2020-09-21 10:35:04.063161+00:00,alok,auth | user,22,vivek22,3,
159,2020-09-21 10:35:03.978277+00:00,alok,auth | user,13,teacher1@gmail.com,3,
158,2020-09-21 10:35:03.893463+00:00,alok,auth | user,10,shyam@gmail.com,3,
157,2020-09-21 10:35:03.798261+00:00,alok,auth | user,3,9991446060,3,
156,2020-09-21 10:06:41.118814+00:00,alok,school | student master,34,yashpal  yashpal@gmail.com,2,"[{""changed"": {""fields"": [""Parents id""]}}]"
155,2020-09-21 08:32:11.571308+00:00,alok,school | message_pack,1,message_pack object (1),1,"[{""added"": {}}]"
154,2020-09-21 08:05:29.911952+00:00,alok,school | student master,22,vivek kumar  rajuvvvv@gmail.com,3,
153,2020-09-21 08:03:14.053809+00:00,alok,school | student master,22,vivek kumar  rajuvvvv@gmail.com,2,"[{""changed"": {""fields"": [""Parents id""]}}]"
152,2020-09-21 07:58:07.514982+00:00,alok,school | student master,22,vivek kumar  rajuvvvv@gmail.com,2,"[{""changed"": {""fields"": [""Parents id""]}}]"
151,2020-09-21 07:40:53.677614+00:00,alok,school | student master,14,anvi  anvi@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
150,2020-09-21 07:40:38.422321+00:00,alok,school | student master,15,piyush  piyush@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
149,2020-09-21 07:40:13.308322+00:00,alok,school | student master,18,ABCD  abcdefg@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
148,2020-09-21 07:39:56.318036+00:00,alok,school | student master,20,nathasa  nathsa@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
147,2020-09-21 07:39:38.065012+00:00,alok,school | student master,22,vivek kumar  rajuvvvv@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
146,2020-09-21 07:39:16.748851+00:00,alok,school | student master,28,bhavesh singh  bhavesh@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
145,2020-09-21 07:39:04.646662+00:00,alok,school | student master,30,robin bharti  bharati@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
144,2020-09-21 07:38:47.377414+00:00,alok,school | student master,32,robin bharti hello  bharatttti@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
143,2020-09-21 07:38:37.883629+00:00,alok,school | student master,34,yashpal  yashpal@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
142,2020-09-17 14:12:01.856361+00:00,alok,auth | user,21,8888888888,3,
141,2020-09-17 14:12:01.666492+00:00,alok,auth | user,24,8888866668,3,
140,2020-09-17 14:12:01.496380+00:00,alok,auth | user,26,8888666888,3,
139,2020-09-17 14:10:31.114317+00:00,alok,auth | user,23,bhaveshsingh19,3,
138,2020-09-17 13:05:52.556613+00:00,alok,auth | user,6,2222222222,2,[]
137,2020-09-17 11:48:51.677847+00:00,alok,auth | user,6,2222222222,2,"[{""changed"": {""fields"": [""Email address""]}}]"
136,2020-09-16 10:31:05.712013+00:00,alok,school | notice_board_school,15,demo1 fsdkj,2,"[{""changed"": {""fields"": [""Created on""]}}]"
135,2020-08-27 12:29:05.698961+00:00,alok,auth | user,4,1111111111,2,"[{""changed"": {""fields"": [""First name""]}}]"
134,2020-08-27 12:28:44.137031+00:00,alok,school | parents master,4,Nobisuke Nobi 1111111111,2,"[{""changed"": {""fields"": [""Fathername""]}}]"
133,2020-08-27 12:28:34.605487+00:00,alok,school | parents master,4,hbhjj 1111111111,2,"[{""changed"": {""fields"": [""Fathername""]}}]"
132,2020-08-27 12:03:51.628992+00:00,alok,school | parents master,4,Nobisuke Nobi 1111111111,2,[]
131,2020-08-27 12:01:29.400873+00:00,alok,school | parents master,4,Nobisuke Nobi 1111111111,2,"[{""changed"": {""fields"": [""Fathername"", ""Parents image""]}}]"
130,2020-08-27 11:07:00.542716+00:00,alok,school | student master,14,anvi  anvi@gmail.com,2,"[{""changed"": {""fields"": [""Image""]}}]"
129,2020-08-25 10:07:56.092696+00:00,alok,school | school_holiday,8,demo1 diwali,3,
128,2020-08-25 10:07:55.985617+00:00,alok,school | school_holiday,9,demo1 diwali,3,
127,2020-08-25 10:07:55.899622+00:00,alok,school | school_holiday,10,demo1 sbsy holiday,3,
126,2020-08-25 10:07:55.815594+00:00,alok,school | school_holiday,11,demo1 abcd,3,
125,2020-08-25 10:07:55.730277+00:00,alok,school | school_holiday,12,demo1 abcd,3,
124,2020-08-25 10:07:55.642205+00:00,alok,school | school_holiday,13,demo1 holi ,3,
123,2020-08-25 07:58:05.711403+00:00,alok,school | school_holiday,1,demo1 diwali,3,
122,2020-08-25 07:58:05.635308+00:00,alok,school | school_holiday,2,demo1 diwali,3,
121,2020-08-25 07:58:05.561506+00:00,alok,school | school_holiday,3,demo1 diwali,3,
120,2020-08-25 07:58:05.476733+00:00,alok,school | school_holiday,4,demo1 diwali,3,
119,2020-08-25 07:58:05.382406+00:00,alok,school | school_holiday,5,demo1 diwali,3,
118,2020-08-25 07:58:05.297294+00:00,alok,school | school_holiday,6,demo1 diwali,3,
117,2020-08-25 07:58:05.164005+00:00,alok,school | school_holiday,7,demo1 diwali,3,
116,2020-08-25 07:46:30.224633+00:00,alok,school | school_holiday,2,demo1 diwali,3,
115,2020-08-24 18:52:00.631141+00:00,alok,school | school_library,3,demo1,3,
114,2020-08-24 18:48:07.128519+00:00,alok,school | school_library,2,demo1,3,
113,2020-08-24 18:47:54.068894+00:00,alok,school | school_library,1,demo1,3,
112,2020-08-24 11:12:10.977166+00:00,alok,school | school_ transport,1,demo1 hgfdsjhg,3,
111,2020-08-24 07:48:57.037319+00:00,alok,school | attendance,6,demo1 Nobita Nobi 2020-08-24,3,
110,2020-08-24 07:46:05.235628+00:00,alok,school | attendance,3,demo1 Nobita Nobi 2020-01-08,3,
109,2020-08-24 07:46:05.150855+00:00,alok,school | attendance,4,demo1 Nobita Nobi 2020-05-08,3,
108,2020-08-24 07:46:05.060144+00:00,alok,school | attendance,5,demo1 Nobita Nobi 2020-08-17,3,
107,2020-08-24 07:44:32.549113+00:00,alok,school | attendance_api,16,attendance_api object (16),3,
106,2020-08-23 20:57:38.758312+00:00,alok,school | attendance_api,7,attendance_api object (7),3,
105,2020-08-23 20:56:56.585946+00:00,alok,school | attendance,1,demo1 Nobita Nobi 2020-02-08,3,
104,2020-08-23 20:56:56.501175+00:00,alok,school | attendance,2,demo1 Nobita Nobi 2020-07-28,3,
103,2020-08-23 20:50:51.004829+00:00,alok,school | attendance_api,5,attendance_api object (5),3,
102,2020-08-23 20:05:01.949929+00:00,alok,school | attendance_api,1,attendance_api object (1),3,
101,2020-08-23 20:05:01.799053+00:00,alok,school | attendance_api,3,attendance_api object (3),3,
100,2020-08-23 20:05:01.691010+00:00,alok,school | attendance_api,4,attendance_api object (4),3,
99,2020-08-23 19:43:01.575634+00:00,alok,school | school master,3,demo1 school,2,"[{""changed"": {""fields"": [""School name""]}}]"
98,2020-08-23 19:42:39.941006+00:00,alok,school | school master,3,demo1,2,"[{""changed"": {""fields"": [""School name""]}}]"
97,2020-08-23 19:42:23.307656+00:00,alok,school | school master,3,demo public school,1,"[{""added"": {}}]"
96,2020-08-23 19:34:25.102507+00:00,alok,school | student master,5,Nobita Nobi  nobita@gmail.com,2,"[{""changed"": {""fields"": [""Student card number""]}}]"
95,2020-08-22 19:10:22.955067+00:00,alok,school | notice_board_school,1,demo1 Ganesh chaturthi,3,
94,2020-08-22 18:51:45.110416+00:00,alok,school | notice_board_school,16,demo1 Ganesh chaturthi,3,
93,2020-08-22 18:51:44.862594+00:00,alok,school | notice_board_school,17,demo1 Independence Day,3,
92,2020-08-22 15:52:06.983407+00:00,alok,school | notice_board_school,15,demo1 ggv,3,
91,2020-08-22 13:15:12.807996+00:00,alok,school | notice_board_school,9,demo1 bnnm,3,
90,2020-08-22 13:15:12.724441+00:00,alok,school | notice_board_school,10,demo1 gh,3,
89,2020-08-22 13:15:12.638666+00:00,alok,school | notice_board_school,11,demo1 bbbnnjhjhj,3,
88,2020-08-22 13:15:12.554302+00:00,alok,school | notice_board_school,12,demo1 bbbnnjhjhj,3,
87,2020-08-22 13:15:12.467616+00:00,alok,school | notice_board_school,13,demo1 nbn,3,
86,2020-08-22 13:15:12.384021+00:00,alok,school | notice_board_school,14,demo1 nbn,3,
85,2020-08-22 13:15:03.516115+00:00,alok,school | notice_board_school,6,demo1 jhj,3,
84,2020-08-22 13:15:03.441317+00:00,alok,school | notice_board_school,7,demo1 jhj,3,
83,2020-08-22 13:15:03.357572+00:00,alok,school | notice_board_school,8,demo1 bnnm,3,
82,2020-08-22 13:08:44.600233+00:00,alok,school | notice_board_school,1,demo1 gbbbbb,3,
81,2020-08-22 13:08:44.514128+00:00,alok,school | notice_board_school,2,demo1 gbbbbb,3,
80,2020-08-22 13:08:44.429549+00:00,alok,school | notice_board_school,3,demo1 gbbbbb,3,
79,2020-08-22 13:08:44.334254+00:00,alok,school | notice_board_school,4,demo1 gbbbbb,3,
78,2020-08-22 13:08:44.190102+00:00,alok,school | notice_board_school,5,demo1 gbbbbb,3,
77,2020-08-22 12:21:08.003894+00:00,alok,school | notice_board_school,2,demo1 independance day,3,
76,2020-08-22 12:18:12.196425+00:00,alok,school | notice_board_school,2,demo1 independance day,1,"[{""added"": {}}]"
75,2020-08-22 12:06:56.398049+00:00,alok,school | notice_board_school,44,demo1 gbbbbb,3,
74,2020-08-22 12:06:56.312923+00:00,alok,school | notice_board_school,45,demo1 gbbbbb,3,
73,2020-08-22 12:06:56.181540+00:00,alok,school | notice_board_school,46,demo1 gbbbbb,3,
72,2020-08-22 12:06:56.044999+00:00,alok,school | notice_board_school,47,demo1 gbbbbb,3,
71,2020-08-22 12:00:22.489060+00:00,alok,school | notice_board_school,20,demo1 Holiday,3,
70,2020-08-22 12:00:22.403798+00:00,alok,school | notice_board_school,36,demo1 hgfdsajh,3,
69,2020-08-22 12:00:22.319643+00:00,alok,school | notice_board_school,37,demo1 hgfdsajh,3,
68,2020-08-22 12:00:22.234920+00:00,alok,school | notice_board_school,38,demo1 hgfdsajh,3,
67,2020-08-22 12:00:22.148793+00:00,alok,school | notice_board_school,39,demo1 hgfdsajh,3,
66,2020-08-22 12:00:22.053328+00:00,alok,school | notice_board_school,40,demo1 gbbbbb,3,
65,2020-08-22 12:00:21.968604+00:00,alok,school | notice_board_school,41,demo1 gbbbbb,3,
64,2020-08-22 12:00:21.882512+00:00,alok,school | notice_board_school,42,demo1 gbbbbb,3,
63,2020-08-22 12:00:21.701350+00:00,alok,school | notice_board_school,43,demo1 gbbbbb,3,
62,2020-08-22 11:41:57.633601+00:00,alok,school | notice_board_school,35,demo1 dfdgfs,3,
61,2020-08-22 11:41:47.486255+00:00,alok,school | notice_board_school,31,demo1 hjsdfhj,3,
60,2020-08-22 11:41:47.389613+00:00,alok,school | notice_board_school,32,demo1 dfdgfs,3,
59,2020-08-22 11:41:47.304886+00:00,alok,school | notice_board_school,33,demo1 dfdgfs,3,
58,2020-08-22 11:41:47.141722+00:00,alok,school | notice_board_school,34,demo1 dfdgfs,3,
57,2020-08-22 11:24:03.906323+00:00,alok,school | notice_board_school,29,demo1 hjsdfhj,3,
56,2020-08-22 11:24:03.728778+00:00,alok,school | notice_board_school,30,demo1 hjsdfhj,3,
55,2020-08-22 11:23:21.652271+00:00,alok,school | notice_board_school,27,demo1 15 august,3,
54,2020-08-22 11:23:21.565020+00:00,alok,school | notice_board_school,28,demo1 15 august,3,
53,2020-08-22 11:11:02.384947+00:00,alok,school | notice_board_school,26,demo1 15 august,3,
52,2020-08-22 11:10:35.379563+00:00,alok,school | notice_board_school,21,demo1 15 august,3,
51,2020-08-22 11:10:35.295741+00:00,alok,school | notice_board_school,22,demo1 15 august,3,
50,2020-08-22 11:10:35.210725+00:00,alok,school | notice_board_school,23,demo1 15 august,3,
49,2020-08-22 11:10:35.125270+00:00,alok,school | notice_board_school,24,demo1 15 august,3,
48,2020-08-22 11:10:34.949980+00:00,alok,school | notice_board_school,25,demo1 15 august,3,
47,2020-08-22 11:05:47.558432+00:00,alok,school | notice_board_school,16,demo1 Holidays,3,
46,2020-08-22 11:05:47.473391+00:00,alok,school | notice_board_school,17,demo1 Holiday,3,
45,2020-08-22 11:05:47.388619+00:00,alok,school | notice_board_school,18,demo1 Holiday,3,
44,2020-08-22 11:05:47.197344+00:00,alok,school | notice_board_school,19,demo1 Holiday,3,
43,2020-08-22 10:56:35.315774+00:00,alok,school | school master,1,demo1 school,3,
42,2020-08-22 10:56:18.940533+00:00,alok,school | notice_board_school,12,demo1 Holidays,3,
41,2020-08-22 10:56:10.751589+00:00,alok,school | notice_board_school,13,demo1 Holidays,3,
40,2020-08-22 10:56:10.666598+00:00,alok,school | notice_board_school,14,demo1 Holidays,3,
39,2020-08-22 10:56:10.489550+00:00,alok,school | notice_board_school,15,demo1 Holidays,3,
38,2020-08-22 10:52:42.600359+00:00,alok,school | notice_board_school,8,demo1 Holidays,3,
37,2020-08-22 10:52:42.369652+00:00,alok,school | notice_board_school,9,demo1 Holidays,3,
36,2020-08-22 10:52:42.286283+00:00,alok,school | notice_board_school,10,demo1 Holidays,3,
35,2020-08-22 10:52:42.203508+00:00,alok,school | notice_board_school,11,demo1 Holidays,3,
34,2020-08-22 10:43:00.857124+00:00,alok,school | notice_board_school,2,demo1 abc,3,
33,2020-08-22 10:43:00.771505+00:00,alok,school | notice_board_school,3,demo1 gfdg,3,
32,2020-08-22 10:43:00.686164+00:00,alok,school | notice_board_school,4,demo1 ghgh,3,
31,2020-08-22 10:43:00.602259+00:00,alok,school | notice_board_school,5,demo1 ghgh,3,
30,2020-08-22 10:43:00.517617+00:00,alok,school | notice_board_school,6,demo1 ghgh,3,
29,2020-08-22 10:43:00.429196+00:00,alok,school | notice_board_school,7,demo1 ghgh,3,
28,2020-08-22 09:55:45.584159+00:00,alok,school | notice_board_school,1,demo1 independance day,3,
27,2020-08-22 09:53:14.525622+00:00,alok,school | notice_board_school,1,demo1 independance day,1,"[{""added"": {}}]"
26,2020-08-22 07:45:09.004178+00:00,alok,school | owner master,3,meghraj sharma,1,"[{""added"": {}}]"
25,2020-08-22 07:42:27.044901+00:00,alok,school | owner master,2,nilmani tiwari,2,"[{""changed"": {""fields"": [""Owner mobile""]}}]"
24,2020-08-22 07:41:54.895039+00:00,alok,auth | user,2,9060555656,2,"[{""changed"": {""fields"": [""Username""]}}]"
23,2020-08-22 07:40:56.651612+00:00,alok,auth | user,3,9991446060,2,"[{""changed"": {""fields"": [""Username""]}}]"
22,2020-08-22 07:39:15.078624+00:00,alok,auth | user,3,8888888888,2,"[{""changed"": {""fields"": [""First name"", ""Last name"", ""Email address"", ""Staff status"", ""Groups""]}}]"
21,2020-08-22 07:38:37.050989+00:00,alok,auth | user,3,8888888888,1,"[{""added"": {}}]"
20,2020-08-22 07:37:46.593090+00:00,alok,auth | user,2,9999999999,2,"[{""changed"": {""fields"": [""Username""]}}]"
19,2020-08-22 07:37:22.555342+00:00,alok,school | owner master,2,nilmani tiwari,2,"[{""changed"": {""fields"": [""Owner mobile""]}}]"
18,2020-08-22 07:35:35.462142+00:00,alok,school | school master,2,demo2 school,1,"[{""added"": {}}]"
17,2020-08-22 07:30:38.376912+00:00,alok,school | medium master,3,English  demo2,1,"[{""added"": {}}]"
16,2020-08-22 07:30:05.714013+00:00,alok,school | medium master,2,Hindi  demo1,2,"[{""changed"": {""fields"": [""School code"", ""Medium name""]}}]"
15,2020-08-22 07:29:25.386786+00:00,alok,school | medium master,2,demo1  Hindi,1,"[{""added"": {}}]"
14,2020-08-22 07:29:09.312786+00:00,alok,school | medium master,1,English  demo1,1,"[{""added"": {}}]"
13,2020-08-22 07:28:23.603960+00:00,alok,school | owner master,2,nilmani tiwari,2,"[{""changed"": {""fields"": [""Owner gender"", ""Owner date of birth"", ""Owner email"", ""Owner mobile"", ""Owner qualification"", ""Owner address"", ""Owner city"", ""Owner pincode"", ""Owner school code""]}}]"
12,2020-08-22 07:26:04.847548+00:00,alok,school | owner master,2,OwnerMaster object (2),1,"[{""added"": {}}]"
11,2020-08-22 07:21:30.182903+00:00,alok,auth | user,2,nilmani,2,"[{""changed"": {""fields"": [""Staff status""]}}]"
10,2020-08-22 07:21:15.223080+00:00,alok,auth | user,2,nilmani,2,"[{""changed"": {""fields"": [""Groups""]}}]"
9,2020-08-22 07:06:47.467952+00:00,alok,auth | user,2,nilmani,2,"[{""changed"": {""fields"": [""First name"", ""Last name"", ""Email address""]}}]"
8,2020-08-22 07:06:19.747669+00:00,alok,auth | user,2,nilmani,1,"[{""added"": {}}]"
7,2020-08-22 07:04:07.246651+00:00,alok,school | school master,1,demo1 school,1,"[{""added"": {}}]"
6,2020-08-21 13:40:05.946456+00:00,alok,auth | group,5,parents,2,"[{""changed"": {""fields"": [""Name""]}}]"
5,2020-08-21 13:39:55.410793+00:00,alok,auth | group,5,parents',1,"[{""added"": {}}]"
4,2020-08-21 13:39:37.586165+00:00,alok,auth | group,4,student,1,"[{""added"": {}}]"
3,2020-08-21 13:39:20.624611+00:00,alok,auth | group,3,staff,1,"[{""added"": {}}]"
2,2020-08-21 13:38:44.858998+00:00,alok,auth | group,2,admin,1,"[{""added"": {}}]"
1,2020-08-21 13:38:00.072155+00:00,alok,auth | group,1,sbsy_admin,1,"[{""added"": {}}]"
